"Variable code","Variable name","Province","Citizenship","Year","Estimate","± 1 standard error"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1976","44911","1080"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1976","50925","1047"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1976","260","21"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1977","54809","1091"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1977","15996","574"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1977","27239","700"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1977","7522","222"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1977","15888","582"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1977","9475","308"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1977","461","59"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1977","92267","2110"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1977","3744","220"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1977","48516","1077"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1977","41488","925"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1977","273","19"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1978","50708","1041"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1978","14434","532"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1978","34268","718"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1978","7841","210"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1978","17768","546"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1978","9233","277"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1978","426","62"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1978","94542","1916"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1978","3833","195"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1978","47090","1003"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1978","42098","899"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1978","229","21"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1979","49125","1084"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1979","13812","474"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1979","32796","753"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1979","6546","208"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1979","14367","583"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1979","7622","273"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1979","348","48"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1979","86601","1972"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1979","2984","181"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1979","43365","1079"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1979","39687","902"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1979","283","45"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1980","50707","1083"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1980","13869","476"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1980","30339","760"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1980","6885","199"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1980","13553","536"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1980","8485","272"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1980","419","62"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1980","88556","1894"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1980","3458","163"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1980","48438","1102"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1980","35910","831"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1980","290","40"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1981","38751","1019"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1981","14054","501"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1981","28682","796"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1981","6764","233"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1981","14005","621"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1981","7884","292"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1981","358","78"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1981","82630","1973"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1981","3327","188"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1981","45076","1127"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1981","24843","677"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1981","190","35"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1982","37623","978"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1982","13037","492"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1982","26294","714"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1982","7172","245"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1982","14350","643"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1982","7773","362"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1982","211","36"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1982","87800","2034"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1982","3538","210"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1982","46892","1164"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1982","28018","701"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1982","184","24"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1983","41204","924"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1983","13814","505"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1983","24445","708"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1983","7040","444"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1983","14165","617"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1983","8253","354"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1983","388","91"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1983","82689","1275"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1983","4210","253"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1983","42617","924"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1983","28533","826"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1983","224","74"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1984","33438","827"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1984","11100","465"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1984","20125","629"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1984","7431","420"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1984","14807","613"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1984","7139","321"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1984","502","112"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1984","83876","1241"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1984","3734","250"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1984","39413","847"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1984","22750","754"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1984","200","59"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1985","27280","657"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1985","9949","398"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1985","19115","609"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1985","7127","364"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1985","12793","583"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1985","6478","295"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1985","291","59"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1985","78887","1220"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1985","3306","226"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1985","40350","848"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1985","22661","687"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1985","183","43"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1986","27458","615"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1986","9253","377"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1986","21024","617"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1986","6714","375"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1986","13011","492"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1986","6375","293"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1986","277","58"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1986","81586","1177"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1986","3377","256"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1986","38562","762"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1986","22931","674"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1986","161","33"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1987","26998","612"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1987","8233","357"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1987","20525","610"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1987","6403","382"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1987","9711","431"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1987","6304","315"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1987","250","47"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1987","74605","1243"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1987","3270","262"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1987","37417","840"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1987","19341","666"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1987","119","31"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1988","18647","448"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1988","7634","300"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1988","13534","417"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1988","7036","360"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1988","9695","438"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1988","6432","261"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1988","234","37"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1988","64210","983"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1988","3279","215"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1988","35000","703"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1988","12018","421"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1988","109","27"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1989","22956","492"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1989","7293","334"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1989","13166","417"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1989","6416","332"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1989","11056","472"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1989","6597","273"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1989","76","14"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1989","63475","1017"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1989","1991","203"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1989","32618","694"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1989","12078","407"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1989","81","19"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1990","21349","460"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1990","6734","283"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1990","12936","376"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1990","6679","330"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1990","10764","463"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1990","5960","246"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1990","222","49"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1990","62987","972"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1990","2248","192"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1990","34392","713"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1990","13341","398"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1990","90","24"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1991","16943","393"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1991","6408","276"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1991","12361","353"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1991","5499","326"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1991","8087","429"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1991","5537","281"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1991","129","25"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1991","56869","925"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1991","2570","211"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1991","30840","688"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1991","12519","389"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1991","125","35"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1992","15049","348"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1992","6142","249"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1992","11714","331"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1992","5726","284"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1992","8427","362"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1992","5516","219"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1992","162","29"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1992","55249","859"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1992","1984","152"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1992","28415","594"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1992","11770","361"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1992","79","19"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1993","14120","324"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1993","5259","228"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1993","10783","321"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1993","5774","282"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1993","9252","387"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1993","5894","254"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1993","146","22"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1993","55456","880"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1993","2148","176"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1993","29294","610"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1993","9910","329"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1993","130","19"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1994","16054","336"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1994","5634","241"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1994","11486","319"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1994","5913","317"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1994","9181","387"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1994","5663","248"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1994","146","17"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1994","48484","772"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1994","1929","176"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1994","29192","594"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1994","13629","361"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1994","107","15"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1995","14785","314"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1995","4711","202"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1995","11987","329"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1995","6213","296"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1995","9069","360"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1995","6156","255"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1995","132","19"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1995","46348","750"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1995","2122","178"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1995","24316","546"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1995","13364","372"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1995","133","17"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1996","16675","336"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1996","4762","211"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1996","13949","336"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1996","5668","284"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1996","6870","314"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1996","5224","264"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1996","148","20"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1996","43383","707"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1996","2381","181"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1996","22329","478"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1996","14903","404"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1996","99","17"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1997","16703","345"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1997","4880","228"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1997","13458","328"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1997","5089","305"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1997","6816","287"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1997","4819","214"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1997","141","17"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1997","40197","656"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1997","2015","167"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1997","19851","439"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1997","15015","367"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1997","64","13"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1998","13674","320"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1998","5326","235"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1998","13144","316"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1998","5305","270"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1998","6395","271"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1998","4910","211"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1998","142","18"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1998","37311","633"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1998","1589","153"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1998","19435","410"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1998","16443","396"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1998","97","16"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","1999","13221","300"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","1999","4431","207"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","1999","12071","289"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","1999","4531","241"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","1999","6269","262"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","1999","4464","212"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","1999","107","25"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","1999","36255","606"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","1999","1843","158"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","1999","18651","410"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","1999","16669","431"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","1999","78","17"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2000","13456","296"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2000","4862","224"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2000","10662","275"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2000","4380","242"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2000","6285","264"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2000","4326","208"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2000","89","16"
"SUTODU","Successful ducks hunters (total)","Nunavut","All hunters","2000","16","8"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2000","33557","598"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2000","1750","144"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2000","18518","421"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2000","16824","444"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2000","65","11"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2001","11502","266"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2001","3993","181"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2001","10700","251"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2001","4038","208"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2001","6472","307"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2001","3938","201"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2001","118","18"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2001","30335","550"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2001","1606","134"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2001","16665","416"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2001","12060","363"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2001","65","14"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2002","10576","348"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2002","3868","127"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2002","10279","340"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2002","3989","144"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2002","6302","274"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2002","3556","121"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2002","189","27"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2002","29965","680"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2002","1426","99"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2002","15642","335"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2002","12179","344"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2002","58","45"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2003","10139","324"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2003","3118","104"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2003","9746","337"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2003","3840","141"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2003","5107","256"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2003","3361","126"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2003","151","44"
"SUTODU","Successful ducks hunters (total)","Nunavut","All hunters","2003","36","35"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2003","27445","647"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2003","1449","92"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2003","14701","328"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2003","12811","342"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2003","41","22"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2004","11091","366"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2004","2690","100"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2004","9468","363"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2004","3508","146"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2004","4954","267"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2004","3035","122"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2004","47","21"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2004","27442","677"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2004","1061","81"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2004","14638","342"
